loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6091,4750341,K04884.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.97515457,3.13E-05,-3.13E-05,132.6578,1.25E-02,-1.25E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.8699,39.844429,14.878
6092,9935642,K04885.01,,CANDIDATE,CANDIDATE,,0,0,0,0,9.33955596,6.35E-05,-6.35E-05,138.11016,5.87E-03,-5.87E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.45764,46.819538,15.03
6093,7692248,K04886.01,,CANDIDATE,CANDIDATE,,0,0,0,0,17.99562529,6.49E-05,-6.49E-05,145.60092,3.27E-03,-3.27E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.95074,43.324341,15.822
6094,4059887,K04887.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.018347376,5.35E-06,-5.35E-06,131.69633,5.44E-03,-5.44E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.26559,39.129841,12.905
6095,8288741,K04888.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.659299289,1.20E-07,-1.20E-07,131.738727,1.54E-04,-1.54E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.36786,44.27322,14.499
6096,6852354,K04889.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,101.9743513,,,163.8034772,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.42035,42.309509,15.968
6097,6691169,K04890.01,,CANDIDATE,CANDIDATE,,0,0,0,0,63.095068,2.26E-03,-2.26E-03,158.1168,2.66E-02,-2.66E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.72189,42.117298,15.765
6098,10747501,K04891.01,,CANDIDATE,CANDIDATE,,0,0,0,0,4.7309013,4.08E-05,-4.08E-05,135.19333,6.72E-03,-6.72E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.48297,48.022499,15.68
6099,10586744,K04892.01,,CANDIDATE,CANDIDATE,,0,0,0,0,21.3761817,4.72E-04,-4.72E-04,143.6293,1.77E-02,-1.77E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.70697,47.869968,14.143
6100,11970050,K04893.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.58753699,7.86E-05,-7.86E-05,138.0427,8.54E-03,-8.54E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.08194,50.344601,15.652
6101,10031918,K04894.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,8.5900471,1.06E-04,-1.06E-04,131.9816,1.12E-02,-1.12E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.82587,46.956669,14.832
6102,12416597,K04895.01,,CANDIDATE,CANDIDATE,,0,0,0,0,12.460565,2.11E-04,-2.11E-04,139.2206,1.45E-02,-1.45E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.51495,51.203739,14.732
6103,12416597,K04895.02,,CANDIDATE,CANDIDATE,,0,0,0,0,47.5571352,7.25E-04,-7.25E-04,135.8497,1.32E-02,-1.32E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.51495,51.203739,14.732
6104,11135694,K04896.01,,CANDIDATE,CANDIDATE,,0,0,0,0,19.5945772,5.14E-04,-5.14E-04,150.1394,1.87E-02,-1.87E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.90042,48.74614,15.451
6105,11135694,K04896.02,,CANDIDATE,CANDIDATE,,0,0,0,0,49.537365,2.26E-03,-2.26E-03,172.1948,4.17E-02,-4.17E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.90042,48.74614,15.451
6106,9910828,K04897.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,8.48032079,9.81E-05,-9.81E-05,135.85214,9.64E-03,-9.64E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.79605,46.722858,14.879
6107,10065053,K04898.01,,CANDIDATE,CANDIDATE,,0,0,0,0,409.87844,2.33E-02,-2.33E-02,238.9944,4.14E-02,-4.14E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.34897,47.060982,15.731
6108,11867608,K04899.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,227.6258,2.26E-02,-2.26E-02,143.8206,5.18E-02,-5.18E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.71948,50.18203,13.607
6109,6424561,K04900.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.6716723,5.47E-05,-5.47E-05,131.92708,6.82E-03,-6.82E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.57806,41.890259,15.134
6110,10661917,K04901.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.23142395,1.95E-05,-1.95E-05,131.7651,1.56E-02,-1.56E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.34805,47.965191,12.976
6111,10000162,K04902.01,,CANDIDATE,CANDIDATE,,0,0,0,0,409.38645,2.91E-02,-2.91E-02,340.621,3.70E-02,-3.70E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.33545,46.917831,15.149
6112,7799701,K04903.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,386.828262,3.55E-03,-3.55E-03,177.56829,7.87E-03,-7.87E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,281.28546,43.51548,13.637
6113,8803757,K04904.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.5944891,3.35E-05,-3.35E-05,132.36207,7.79E-03,-7.79E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.72797,45.064968,15.033
6114,12021811,K04905.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,0.739404894,2.57E-06,-2.57E-06,131.69907,2.96E-03,-2.96E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.09058,50.408772,15.962
6115,9479306,K04906.01,,CANDIDATE,CANDIDATE,,0,0,0,0,4.8608059,5.86E-05,-5.86E-05,135.76776,9.10E-03,-9.10E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.05664,46.08353,15.933
6116,5437762,K04907.01,,CANDIDATE,CANDIDATE,,0,0,0,0,4.04481159,4.03E-05,-4.03E-05,133.60007,7.39E-03,-7.39E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.39761,40.6269,13.778
6117,3962684,K04908.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,25.94964132,,,148.9825267,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.68207,39.01112,13.956
6118,2437897,K04909.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.65320144,1.60E-05,-1.60E-05,132.40988,7.87E-03,-7.87E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.26178,37.787189,15.762
6119,9307966,K04910.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.37487541,4.07E-05,-4.07E-05,132.48977,9.95E-03,-9.95E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.75897,45.71788,13.858
6120,2554853,K04911.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,309.494217,8.24E-03,-8.24E-03,375.9225,1.19E-02,-1.19E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.0275,37.89447,12.512
6121,5208962,K04912.01,,CANDIDATE,CANDIDATE,,0,0,0,0,0.876850385,7.72E-06,-7.72E-06,131.77033,8.32E-03,-8.32E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.19199,40.387951,14.878
6122,5769810,K04913.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.78788113,8.15E-05,-8.15E-05,136.3345,9.86E-03,-9.86E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.6788,41.096882,13.36
6123,5769810,K04913.02,,CANDIDATE,CANDIDATE,,0,0,0,0,8.97377221,7.60E-05,-7.60E-05,139.73978,7.35E-03,-7.35E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,283.6788,41.096882,13.36
6124,12071754,K04914.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.47455167,5.69E-05,-5.69E-05,133.55529,9.45E-03,-9.45E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.40094,50.558338,14.211
6125,1161949,K04920.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,473.95103,1.74E-02,-1.74E-02,366.0309,1.87E-02,-1.87E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.17801,36.87458,13.978
6126,1164301,K04921.01,,CANDIDATE,CANDIDATE,,0,0,0,0,95.688682,3.60E-03,-3.60E-03,224.2893,2.61E-02,-2.61E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.69196,36.881409,13.933
6127,1297263,K04922.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,153.521361,4.34E-03,-4.34E-03,281.2973,2.26E-02,-2.26E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.94852,36.95208,13.636
6128,1429589,K04923.01,,CANDIDATE,CANDIDATE,,0,0,0,0,38.168652,1.07E-03,-1.07E-03,144.4713,2.57E-02,-2.57E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.75626,37.089809,13.195
6129,1572948,K04924.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.0031801,1.77E-04,-1.77E-04,132.1161,7.32E-02,-7.32E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.32748,37.126701,14.526
6130,1725193,K04925.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.96384168,8.19E-07,-8.19E-07,134.119473,2.22E-04,-2.22E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.29431,37.26173,14.502
6131,1865864,K04926.01,,CANDIDATE,CANDIDATE,,0,0,0,0,69.089357,2.37E-03,-2.37E-03,135.4461,2.80E-02,-2.80E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.87305,37.362179,15.572
6132,1870398,K04927.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,43.142257,2.97E-03,-2.97E-03,132.3007,6.15E-02,-6.15E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.91556,37.322578,14.756
6133,1873513,K04928.01,Kepler-1624 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.290304098,4.43E-06,-4.43E-06,131.90944,1.78E-03,-1.78E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.57986,37.376411,15.669
6134,2010607,K04929.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,18.622214,1.02E-03,-1.02E-03,141.6268,5.29E-02,-5.29E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.50565,37.459011,11.347
6135,2015013,K04930.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,27.8923345,2.77E-04,-2.77E-04,146.02135,6.92E-03,-6.92E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.55548,37.44516,13.373
6136,2019199,K04931.01,,CANDIDATE,CANDIDATE,,0,0,0,0,579.81521,1.73E-02,-1.73E-02,343.5587,2.84E-02,-2.84E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.48621,37.404339,14.473
6137,2158460,K04932.01,,CANDIDATE,CANDIDATE,,0,0,0,0,19.12788374,,,134.8576413,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.06418,37.535751,15.892
6138,2163226,K04933.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,452.10093,5.41E-02,-5.41E-02,460.4884,5.07E-02,-5.07E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.10245,37.56691,15.107
6139,2165352,K04934.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,0.7906069,6.03E-07,-6.03E-07,132.077067,6.41E-04,-6.41E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.54315,37.555759,14.469
6140,2305255,K04935.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,24.5714867,8.16E-04,-8.16E-04,156.0157,2.35E-02,-2.35E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.96451,37.60878,14.924
6141,2305543,K04936.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.681137796,1.27E-07,-1.27E-07,131.57697,1.49E-04,-1.49E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.02686,37.600651,12.545
6142,2309910,K04937.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,1.8437362,1.32E-05,-1.32E-05,132.23042,7.15E-03,-7.15E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.97159,37.65733,14.615
6143,2310993,K04938.01,,CANDIDATE,CANDIDATE,,0,0,0,0,55.180772,1.66E-03,-1.66E-03,147.7141,2.56E-02,-2.56E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.22018,37.610699,15.551
6144,2437209,K04939.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,281.36926,3.94E-03,-3.94E-03,215.41653,7.66E-03,-7.66E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.20993,37.725979,16.353
6145,2437653,K04940.01,,CANDIDATE,CANDIDATE,,0,0,0,0,84.6405853,9.68E-04,-9.68E-04,183.17243,9.71E-03,-9.71E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.24103,37.785221,15.16
6146,2438406,K04941.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,262.71162,2.16E-02,-2.16E-02,134.3692,9.03E-02,-9.03E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.31512,37.742451,16.546
6147,2452289,K04942.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,6.0353643,1.36E-04,-1.36E-04,133.1818,2.10E-02,-2.10E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.41391,37.799492,12.291
6148,2555080,K04943.01,,CANDIDATE,CANDIDATE,,0,0,0,0,15.2024426,7.52E-04,-7.52E-04,136.9199,3.21E-02,-3.21E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.0947,37.846722,13.297
6149,2569488,K04944.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.52327807,2.75E-06,-2.75E-06,132.3306,1.47E-03,-1.47E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.17807,37.852039,14.161
6150,2569516,K04945.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,45.5827119,5.39E-04,-5.39E-04,138.6761,1.01E-02,-1.01E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.1824,37.81876,12.661
6151,2570432,K04946.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,1.89140138,9.73E-05,-9.73E-05,132.6124,5.85E-02,-5.85E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.28079,37.882172,17.159
6152,2574543,K04947.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,6.70258007,4.26E-05,-4.26E-05,134.37408,4.48E-03,-4.48E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.18762,37.8535,13.25
6153,2578811,K04948.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,6.2095391,1.12E-04,-1.12E-04,135.2715,1.27E-02,-1.27E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.08344,37.814678,11.989
6154,2582800,K04949.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,615.16033,1.77E-02,-1.77E-02,226.4594,1.81E-02,-1.81E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.95239,37.857128,13.503
6155,2707916,K04950.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,1.89124738,4.99E-05,-4.99E-05,132.6891,2.97E-02,-2.97E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.23746,37.910721,16.341
6156,2708270,K04951.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,1.89125883,2.78E-05,-2.78E-05,132.687,1.20E-02,-1.20E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.31427,37.948009,13.982
6157,2710101,K04952.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,28.88008607,,,144.4386895,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.76639,37.916828,15.363
6158,2711123,K04953.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,2.858879267,5.93E-06,-5.93E-06,134.17606,1.70E-03,-1.70E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.01529,37.96777,12.529
6159,2833632,K04954.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,241.647602,2.19E-03,-2.19E-03,325.21488,7.13E-03,-7.13E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.31915,38.086399,13.586
6160,2836076,K04955.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,528.0796233,,,466.1720499,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.11649,38.003052,15.09
6161,2850321,K04956.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,25.2218929,,,143.6316,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.99982,38.000259,11.941
6162,2861126,K04957.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,105.5212746,,,145.4682374,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.2811,38.082241,15.555
6163,2861126,K04957.02,,CANDIDATE,CANDIDATE,,0,0,0,0,4.98792404,3.26E-05,-3.26E-05,133.6552,6.10E-03,-6.10E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.2811,38.082241,15.555
6164,2861298,K04958.01,,CANDIDATE,CANDIDATE,,0,0,0,0,581.729006,9.36E-03,-9.36E-03,341.09187,9.35E-03,-9.35E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.31863,38.005466,12.362
6165,2987433,K04959.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,420.9292036,8.63E-05,-8.63E-05,196.685958,1.64E-04,-1.64E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.93896,38.119572,13.858
6166,2992634,K04960.01,,CANDIDATE,CANDIDATE,,0,0,0,0,47.82278681,,,134.1402656,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.07803,38.153831,14.395
6167,3001955,K04961.01,,CANDIDATE,CANDIDATE,,0,0,0,0,348.96347,3.02E-02,-3.02E-02,184.8658,5.43E-02,-5.43E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.0845,38.156319,15.325
6168,3003673,K04962.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,57.1143966,9.84E-04,-9.84E-04,166.4525,1.54E-02,-1.54E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.42056,38.190529,14.245
6169,3101178,K04963.01,,CANDIDATE,CANDIDATE,,0,0,0,0,59.4037839,8.49E-04,-8.49E-04,159.80356,9.94E-03,-9.94E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.04688,38.231617,11.679
6170,3117115,K04964.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,485.91276,1.56E-02,-1.56E-02,213.3906,1.03E-02,-1.03E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.58234,38.29966,15.645
6171,3120397,K04965.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,20.5311708,4.55E-04,-4.55E-04,136.4829,1.80E-02,-1.80E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.30801,38.2906,15.673
6172,3222680,K04966.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,2.31164074,1.05E-05,-1.05E-05,132.12133,2.90E-03,-2.90E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.8613,38.372292,13.041
6173,3239171,K04967.01,,CANDIDATE,CANDIDATE,,0,0,0,0,43.581043,1.99E-03,-1.99E-03,148.4352,3.72E-02,-3.72E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.47034,38.394341,15.63
6174,3240049,K04968.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.945414866,6.75E-06,-6.75E-06,133.95496,1.88E-03,-1.88E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.68399,38.36573,11.557
6175,3242039,K04969.01,,CANDIDATE,CANDIDATE,,0,0,0,0,59.14382117,,,180.5653307,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.20349,38.341801,13.815
6176,3245638,K04970.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,232.822285,2.09E-03,-2.09E-03,253.934,7.89E-03,-7.89E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.04364,38.36454,13.122
6177,3329985,K04971.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,146.355097,3.98E-03,-3.98E-03,226.299,2.03E-02,-2.03E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.88785,38.49255,15.913
6178,3340165,K04972.01,,CANDIDATE,CANDIDATE,,0,0,0,0,26.092284,4.57E-04,-4.57E-04,149.1087,1.36E-02,-1.36E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.9241,38.438339,13.98
6179,3341760,K04973.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.523493764,8.78E-07,-8.78E-07,131.6968,1.39E-03,-1.39E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.34595,38.464378,13.085
6180,3341982,K04974.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,514.14221,2.75E-02,-2.75E-02,439.365,3.51E-02,-3.51E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.39856,38.446381,15.773
6181,3355104,K04975.01,,CANDIDATE,CANDIDATE,,0,0,0,0,47.0628978,2.14E-04,-2.14E-04,171.94782,3.60E-03,-3.60E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.63104,38.404549,15.706
6182,3356156,K04976.01,,CANDIDATE,CANDIDATE,,0,0,0,0,624.90338,1.79E-02,-1.79E-02,241.5869,1.99E-02,-1.99E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.86414,38.480183,13.62
6183,3425363,K04977.01,,CANDIDATE,CANDIDATE,,0,0,0,0,25.5338535,4.04E-04,-4.04E-04,153.586,1.39E-02,-1.39E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.5293,38.548141,15.573
6184,3428127,K04978.01,,CANDIDATE,CANDIDATE,,0,0,0,0,339.18998,1.43E-02,-1.43E-02,300.2366,2.90E-02,-2.90E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.59076,38.5583,15.278
6185,3428359,K04979.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,77.66967809,,,151.0243323,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.68253,38.54882,13.528
6186,3439031,K04980.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.976012511,1.43E-07,-1.43E-07,132.9704424,4.02E-05,-4.02E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.13269,38.51368,11.287
6187,3441795,K04981.01,,CANDIDATE,CANDIDATE,,0,0,0,0,349.73652,1.16E-02,-1.16E-02,268.2946,1.92E-02,-1.92E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.94846,38.56591,15.466
6188,3449540,K04982.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.606003121,4.60E-08,-4.60E-08,132.4945147,2.41E-05,-2.41E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.93695,38.593071,14.194
6189,3449870,K04983.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,61.438007,1.17E-03,-1.17E-03,136.9729,1.76E-02,-1.76E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.0076,38.50367,13.213
