loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition
4300,11853130,K03263.01,,CANDIDATE,CANDIDATE
4301,9345933,K03264.01,,CANDIDATE,CANDIDATE
4302,10030778,K03265.01,,FALSE POSITIVE,FALSE POSITIVE
4303,8826007,K03266.01,Kepler-1450 b,CONFIRMED,CANDIDATE
4304,8620402,K03267.01,Kepler-1913 b,CONFIRMED,CANDIDATE
4305,8379021,K03268.01,,FALSE POSITIVE,FALSE POSITIVE
4306,8104030,K03269.01,,FALSE POSITIVE,FALSE POSITIVE
4307,6612327,K03270.01,,FALSE POSITIVE,FALSE POSITIVE
4308,7285757,K03271.01,Kepler-1986 b,CONFIRMED,CANDIDATE
4309,7285757,K03271.02,,CANDIDATE,CANDIDATE
4310,4948730,K03272.01,,FALSE POSITIVE,FALSE POSITIVE
4311,5211922,K03273.01,,FALSE POSITIVE,FALSE POSITIVE
4312,5280587,K03274.01,Kepler-1451 b,CONFIRMED,CANDIDATE
4313,5303346,K03275.01,,FALSE POSITIVE,FALSE POSITIVE
4314,3858879,K03276.01,,FALSE POSITIVE,FALSE POSITIVE
4315,3120904,K03277.01,Kepler-1452 b,CONFIRMED,CANDIDATE
4316,3342467,K03278.01,,FALSE POSITIVE,FALSE POSITIVE
4317,3544640,K03279.01,Kepler-1914 b,CONFIRMED,CANDIDATE
4318,10653179,K03280.01,Kepler-1453 b,CONFIRMED,CANDIDATE
4319,11177676,K03281.01,Kepler-1454 b,CONFIRMED,CANDIDATE
4320,12066569,K03282.01,Kepler-1455 b,CONFIRMED,CANDIDATE
4321,9008103,K03283.01,,FALSE POSITIVE,FALSE POSITIVE
4322,9008103,K03283.02,,CANDIDATE,CANDIDATE
4323,9008103,K03283.03,,CANDIDATE,CANDIDATE
4324,6497146,K03284.01,Kepler-438 b,CONFIRMED,CANDIDATE
4325,8625813,K03285.01,,FALSE POSITIVE,FALSE POSITIVE
4326,8016691,K03286.01,Kepler-1456 b,CONFIRMED,CANDIDATE
4327,6584273,K03287.01,Kepler-1457 b,CONFIRMED,CANDIDATE
4328,5768816,K03288.01,Kepler-1458 b,CONFIRMED,CANDIDATE
4329,5360974,K03289.01,,FALSE POSITIVE,FALSE POSITIVE
4330,4936990,K03290.01,,FALSE POSITIVE,FALSE POSITIVE
4331,6233483,K03291.01,,FALSE POSITIVE,FALSE POSITIVE
4332,5392871,K03292.01,,FALSE POSITIVE,FALSE POSITIVE
4333,3858851,K03293.01,,FALSE POSITIVE,FALSE POSITIVE
4334,3858917,K03294.01,,FALSE POSITIVE,FALSE POSITIVE
4335,4466356,K03295.01,,FALSE POSITIVE,FALSE POSITIVE
4336,9447166,K03296.01,Kepler-1459 b,CONFIRMED,CANDIDATE
4337,9643043,K03297.01,,FALSE POSITIVE,FALSE POSITIVE
4338,8151055,K03298.01,Kepler-1460 b,CONFIRMED,CANDIDATE
4339,7177555,K03299.01,,FALSE POSITIVE,FALSE POSITIVE
4340,7889486,K03300.01,,FALSE POSITIVE,FALSE POSITIVE
4341,7889486,K03300.02,,FALSE POSITIVE,FALSE POSITIVE
4342,8301878,K03301.01,,CANDIDATE,CANDIDATE
4343,8233802,K03302.01,,FALSE POSITIVE,FALSE POSITIVE
4344,7510820,K03303.01,Kepler-1461 b,CONFIRMED,CANDIDATE
4345,9307105,K03304.01,,FALSE POSITIVE,FALSE POSITIVE
4346,6880517,K03305.01,Kepler-1462 b,CONFIRMED,CANDIDATE
4347,6615511,K03306.01,Kepler-1463 b,CONFIRMED,CANDIDATE
4348,6131130,K03307.01,,CANDIDATE,CANDIDATE
4349,3632089,K03308.01,Kepler-1464 b,CONFIRMED,CANDIDATE
4350,3632089,K03308.02,Kepler-1464 c,CONFIRMED,CANDIDATE
4351,5563300,K03309.01,,CANDIDATE,CANDIDATE
4352,12253769,K03310.01,,CANDIDATE,CANDIDATE
4353,12735830,K03311.01,Kepler-1465 b,CONFIRMED,CANDIDATE
4354,11905409,K03312.01,,CANDIDATE,CANDIDATE
4355,9571186,K03313.01,,CANDIDATE,CANDIDATE
4356,9838060,K03314.01,,FALSE POSITIVE,FALSE POSITIVE
4357,8554701,K03315.01,Kepler-1466 b,CONFIRMED,CANDIDATE
4358,9031209,K03316.01,Kepler-1467 b,CONFIRMED,CANDIDATE
4359,7130418,K03317.01,,FALSE POSITIVE,FALSE POSITIVE
4360,8331612,K03318.01,Kepler-1915 b,CONFIRMED,CANDIDATE
4361,8331612,K03318.02,,CANDIDATE,CANDIDATE
4362,5965819,K03319.01,Kepler-1468 d,CONFIRMED,CANDIDATE
4363,5965819,K03319.02,Kepler-1468 b,CONFIRMED,CANDIDATE
4364,5965819,K03319.03,Kepler-1468 c,CONFIRMED,CANDIDATE
4365,6690171,K03320.01,,CANDIDATE,CANDIDATE
4366,6859801,K03321.01,,FALSE POSITIVE,FALSE POSITIVE
4367,7767733,K03322.01,,FALSE POSITIVE,FALSE POSITIVE
4368,5193659,K03323.01,,CANDIDATE,CANDIDATE
4369,4271474,K03324.01,Kepler-1469 b,CONFIRMED,CANDIDATE
4370,5130983,K03325.01,,FALSE POSITIVE,FALSE POSITIVE
4371,11093538,K03326.01,,FALSE POSITIVE,FALSE POSITIVE
4372,11044779,K03327.01,,FALSE POSITIVE,FALSE POSITIVE
4373,4634135,K03328.01,,FALSE POSITIVE,FALSE POSITIVE
4374,6955671,K03329.01,,CANDIDATE,CANDIDATE
4375,4736644,K03330.01,Kepler-1470 b,CONFIRMED,CANDIDATE
4376,5876805,K03331.01,,FALSE POSITIVE,FALSE POSITIVE
4377,5818068,K03332.01,,FALSE POSITIVE,FALSE POSITIVE
4378,12208887,K03333.01,,FALSE POSITIVE,FALSE POSITIVE
4379,11147814,K03334.01,,FALSE POSITIVE,FALSE POSITIVE
4380,10922659,K03335.01,Kepler-1916 b,CONFIRMED,CANDIDATE
4381,8892720,K03336.01,,FALSE POSITIVE,FALSE POSITIVE
4382,7692093,K03337.01,,CANDIDATE,CANDIDATE
4383,7692093,K03337.02,,FALSE POSITIVE,FALSE POSITIVE
4384,8263752,K03338.01,,FALSE POSITIVE,FALSE POSITIVE
4385,8263752,K03338.02,,FALSE POSITIVE,FALSE POSITIVE
4386,7772914,K03339.01,,CANDIDATE,CANDIDATE
4387,3529290,K03340.01,,CANDIDATE,CANDIDATE
4388,3529290,K03340.02,,CANDIDATE,CANDIDATE
4389,5621333,K03341.01,,CANDIDATE,CANDIDATE
4390,5621333,K03341.02,,CANDIDATE,CANDIDATE
4391,5392897,K03342.01,,FALSE POSITIVE,FALSE POSITIVE
4392,3236705,K03343.01,,CANDIDATE,CANDIDATE
4393,11810124,K03344.01,Kepler-1471 c,CONFIRMED,CANDIDATE
4394,11810124,K03344.02,Kepler-1471 b,CONFIRMED,CANDIDATE
4395,11810124,K03344.03,,CANDIDATE,CANDIDATE
4396,11303322,K03345.01,Kepler-1472 b,CONFIRMED,CANDIDATE
4397,11241912,K03346.01,Kepler-1473 b,CONFIRMED,CANDIDATE
4398,8824737,K03347.01,Kepler-1917 b,CONFIRMED,CANDIDATE
4399,9349757,K03348.01,Kepler-1474 b,CONFIRMED,CANDIDATE
4400,9349757,K03348.02,,CANDIDATE,CANDIDATE
4401,8636333,K03349.01,Kepler-1475 b,CONFIRMED,CANDIDATE
4402,7136958,K03350.01,,FALSE POSITIVE,FALSE POSITIVE
4403,1995732,K03351.01,,FALSE POSITIVE,FALSE POSITIVE
4404,8081239,K03352.01,Kepler-1476 b,CONFIRMED,CANDIDATE
4405,7091432,K03353.01,Kepler-1477 b,CONFIRMED,CANDIDATE
4406,9845909,K03354.01,,CANDIDATE,CANDIDATE
4407,9221528,K03355.01,,CANDIDATE,CANDIDATE
4408,6368230,K03356.01,Kepler-1478 b,CONFIRMED,CANDIDATE
4409,7115291,K03357.01,,FALSE POSITIVE,FALSE POSITIVE
4410,4263529,K03358.01,,CANDIDATE,CANDIDATE
4411,10711551,K03359.01,,FALSE POSITIVE,FALSE POSITIVE
4412,7866921,K03360.01,,FALSE POSITIVE,FALSE POSITIVE
4413,6619815,K03361.01,Kepler-1696 b,CONFIRMED,CANDIDATE
4414,3098197,K03362.01,,FALSE POSITIVE,FALSE POSITIVE
4415,11651712,K03363.01,Kepler-1479 b,CONFIRMED,CANDIDATE
4416,11081512,K03364.01,,FALSE POSITIVE,FALSE POSITIVE
4417,11455428,K03365.01,Kepler-1480 b,CONFIRMED,CANDIDATE
4418,10484409,K03366.01,,FALSE POSITIVE,FALSE POSITIVE
4419,10935993,K03367.01,,CANDIDATE,CANDIDATE
4420,5257082,K03368.01,,CANDIDATE,CANDIDATE
4421,5796185,K03369.01,,FALSE POSITIVE,FALSE POSITIVE
4422,11657614,K03370.01,,CANDIDATE,CANDIDATE
4423,11657614,K03370.02,Kepler-1481 b,CONFIRMED,CANDIDATE
4424,11125797,K03371.01,,CANDIDATE,CANDIDATE
4425,11125797,K03371.02,Kepler-1482 b,CONFIRMED,CANDIDATE
4426,9785921,K03372.01,Kepler-1997 b,CONFIRMED,CANDIDATE
4427,9785921,K03372.02,,FALSE POSITIVE,FALSE POSITIVE
4428,3102000,K03373.01,,FALSE POSITIVE,FALSE POSITIVE
4429,6705026,K03374.01,Kepler-1483 b,CONFIRMED,CANDIDATE
4430,6705026,K03374.02,,CANDIDATE,CANDIDATE
4431,6779726,K03375.01,Kepler-1918 b,CONFIRMED,CANDIDATE
4432,3098843,K03376.01,,FALSE POSITIVE,FALSE POSITIVE
4433,3098843,K03376.02,,FALSE POSITIVE,FALSE POSITIVE
4434,5553959,K03377.01,,CANDIDATE,CANDIDATE
4435,4376629,K03378.01,,FALSE POSITIVE,FALSE POSITIVE
4436,2995392,K03379.01,Kepler-1484 b,CONFIRMED,CANDIDATE
4437,3120308,K03380.01,,FALSE POSITIVE,FALSE POSITIVE
4438,3958301,K03381.01,,FALSE POSITIVE,FALSE POSITIVE
4439,3958301,K03381.02,,FALSE POSITIVE,FALSE POSITIVE
4440,9991621,K03382.01,,FALSE POSITIVE,FALSE POSITIVE
4441,8078502,K03383.01,Kepler-1919 b,CONFIRMED,CANDIDATE
4442,8644365,K03384.01,,CANDIDATE,CANDIDATE
4443,8644365,K03384.02,Kepler-1485 b,CONFIRMED,CANDIDATE
4444,9489947,K03385.01,,FALSE POSITIVE,FALSE POSITIVE
4445,6960487,K03386.01,,FALSE POSITIVE,FALSE POSITIVE
4446,6309264,K03387.01,,FALSE POSITIVE,FALSE POSITIVE
4447,3858988,K03388.01,,FALSE POSITIVE,FALSE POSITIVE
4448,3848966,K03389.01,,CANDIDATE,CANDIDATE
4449,10798605,K03390.01,,FALSE POSITIVE,FALSE POSITIVE
4450,9452897,K03391.01,,CANDIDATE,CANDIDATE
4451,9714123,K03392.01,,FALSE POSITIVE,FALSE POSITIVE
4452,9085563,K03393.01,Kepler-1486 b,CONFIRMED,CANDIDATE
4453,7748487,K03394.01,,CANDIDATE,CANDIDATE
4454,3219037,K03395.01,,CANDIDATE,CANDIDATE
4455,3219037,K03395.02,,CANDIDATE,CANDIDATE
4456,5710069,K03396.01,,CANDIDATE,CANDIDATE
4457,6200810,K03397.01,,CANDIDATE,CANDIDATE
4458,3561464,K03398.01,Kepler-1487 b,CONFIRMED,CANDIDATE
4459,3561464,K03398.02,Kepler-1487 c,CONFIRMED,CANDIDATE
4460,3561464,K03398.03,,CANDIDATE,CANDIDATE
4461,6359802,K03399.01,,FALSE POSITIVE,FALSE POSITIVE
4462,9328641,K03400.01,,FALSE POSITIVE,FALSE POSITIVE
4463,9966219,K03401.01,,CANDIDATE,CANDIDATE
4464,9966219,K03401.02,,CANDIDATE,CANDIDATE
4465,3757778,K03402.01,,FALSE POSITIVE,FALSE POSITIVE
4466,11754430,K03403.01,Kepler-1488 b,CONFIRMED,CANDIDATE
4467,11754430,K03403.02,Kepler-1488 c,CONFIRMED,CANDIDATE
4468,8409295,K03404.01,Kepler-1489 b,CONFIRMED,CANDIDATE
4469,8211605,K03405.01,,FALSE POSITIVE,FALSE POSITIVE
4470,11098573,K03406.01,,FALSE POSITIVE,FALSE POSITIVE
4471,7131760,K03407.01,Kepler-1490 b,CONFIRMED,CANDIDATE
4472,11922778,K03408.01,,CANDIDATE,CANDIDATE
4473,9468382,K03409.01,,FALSE POSITIVE,FALSE POSITIVE
4474,9285265,K03410.01,Kepler-1491 b,CONFIRMED,CANDIDATE
4475,9285265,K03410.02,Kepler-1491 c,CONFIRMED,CANDIDATE
4476,6025124,K03411.01,,CANDIDATE,CANDIDATE
4477,5780930,K03412.01,Kepler-1492 b,CONFIRMED,CANDIDATE
4478,4164393,K03413.01,,FALSE POSITIVE,FALSE POSITIVE
4479,6023859,K03414.01,,FALSE POSITIVE,FALSE POSITIVE
4480,3433668,K03415.01,Kepler-1493 b,CONFIRMED,CANDIDATE
4481,2849140,K03416.01,,CANDIDATE,CANDIDATE
4482,7503885,K03417.01,Kepler-1494 b,CONFIRMED,CANDIDATE
4483,3629330,K03418.01,Kepler-1495 b,CONFIRMED,CANDIDATE
4484,11519134,K03419.01,,FALSE POSITIVE,FALSE POSITIVE
4485,7289338,K03420.01,,CANDIDATE,CANDIDATE
4486,7289338,K03420.02,,CANDIDATE,CANDIDATE
4487,5004909,K03421.01,,CANDIDATE,CANDIDATE
4488,5898983,K03422.01,,CANDIDATE,CANDIDATE
4489,3745559,K03423.01,Kepler-1920 b,CONFIRMED,CANDIDATE
4490,8356054,K03424.01,,FALSE POSITIVE,FALSE POSITIVE
4491,9117416,K03425.01,Kepler-1921 b,CONFIRMED,CANDIDATE
4492,9117416,K03425.02,Kepler-1921 c,CONFIRMED,CANDIDATE
4493,9117416,K03425.03,,CANDIDATE,CANDIDATE
4494,5900235,K03426.01,,CANDIDATE,CANDIDATE
4495,9907505,K03427.01,,FALSE POSITIVE,FALSE POSITIVE
4496,9027909,K03428.01,Kepler-1496 b,CONFIRMED,CANDIDATE
4497,9230021,K03429.01,,CANDIDATE,CANDIDATE
4498,9230021,K03429.02,Kepler-1497 b,CONFIRMED,CANDIDATE
4499,9230021,K03429.03,,FALSE POSITIVE,FALSE POSITIVE
4500,9230021,K03429.04,,CANDIDATE,CANDIDATE
4501,7697103,K03430.01,,CANDIDATE,CANDIDATE
4502,9267996,K03431.01,,CANDIDATE,CANDIDATE
4503,8738775,K03432.01,Kepler-1498 b,CONFIRMED,CANDIDATE
4504,7093401,K03433.01,,CANDIDATE,CANDIDATE
4505,8628665,K03434.01,,CANDIDATE,CANDIDATE
4506,3945802,K03435.01,,FALSE POSITIVE,FALSE POSITIVE
4507,6265665,K03436.01,Kepler-1499 b,CONFIRMED,CANDIDATE
4508,4645174,K03437.01,Kepler-1500 b,CONFIRMED,CANDIDATE
4509,4645174,K03437.02,,CANDIDATE,CANDIDATE
4510,6599975,K03438.01,Kepler-1501 b,CONFIRMED,CANDIDATE
4511,4282191,K03439.01,Kepler-1502 b,CONFIRMED,CANDIDATE
4512,3559860,K03440.01,Kepler-1980 b,CONFIRMED,CANDIDATE
4513,3559860,K03440.02,,CANDIDATE,CANDIDATE
4514,10651945,K03441.01,,FALSE POSITIVE,FALSE POSITIVE
4515,9837586,K03442.01,,FALSE POSITIVE,FALSE POSITIVE
4516,7288306,K03443.01,Kepler-1503 b,CONFIRMED,CANDIDATE
4517,5384713,K03444.01,,CANDIDATE,CANDIDATE
4518,5384713,K03444.02,,CANDIDATE,CANDIDATE
4519,5384713,K03444.03,,CANDIDATE,CANDIDATE
4520,5384713,K03444.04,,CANDIDATE,CANDIDATE
4521,11860395,K03445.01,Kepler-1504 b,CONFIRMED,CANDIDATE
4522,2852528,K03446.01,,FALSE POSITIVE,FALSE POSITIVE
4523,5353137,K03447.01,,FALSE POSITIVE,FALSE POSITIVE
4524,3348216,K03448.01,,CANDIDATE,CANDIDATE
4525,10798838,K03449.01,,FALSE POSITIVE,FALSE POSITIVE
4526,8560940,K03450.01,,FALSE POSITIVE,FALSE POSITIVE
4527,10793576,K03451.01,,CANDIDATE,CANDIDATE
4528,7021177,K03452.01,,FALSE POSITIVE,FALSE POSITIVE
4529,4932689,K03453.01,,FALSE POSITIVE,FALSE POSITIVE
4530,7122259,K03454.01,,FALSE POSITIVE,FALSE POSITIVE
4531,6947668,K03455.01,,CANDIDATE,CANDIDATE
4532,6364582,K03456.01,Kepler-1505 b,CONFIRMED,CANDIDATE
4533,6364582,K03456.02,,CANDIDATE,CANDIDATE
4534,9834257,K03457.01,,FALSE POSITIVE,FALSE POSITIVE
4535,6118370,K03458.01,Kepler-1506 b,CONFIRMED,CANDIDATE
4536,2717158,K03459.01,Kepler-1922 b,CONFIRMED,CANDIDATE
4537,9664276,K03460.01,,CANDIDATE,CANDIDATE
4538,2437112,K03461.01,,FALSE POSITIVE,FALSE POSITIVE
4539,2437112,K03461.02,,FALSE POSITIVE,FALSE POSITIVE
4540,9967009,K03462.01,,CANDIDATE,CANDIDATE
4541,9967009,K03462.02,,CANDIDATE,CANDIDATE
4542,5294945,K03463.01,,CANDIDATE,CANDIDATE
4543,11874338,K03464.01,,FALSE POSITIVE,FALSE POSITIVE
4544,9763612,K03465.01,Kepler-1507 b,CONFIRMED,CANDIDATE
4545,9468384,K03466.01,,FALSE POSITIVE,FALSE POSITIVE
4546,7121885,K03467.01,,FALSE POSITIVE,FALSE POSITIVE
4547,5213404,K03468.01,Kepler-1508 b,CONFIRMED,CANDIDATE
4548,4844470,K03469.01,,CANDIDATE,CANDIDATE
4549,9995771,K03470.01,,CANDIDATE,CANDIDATE
4550,9995771,K03470.02,Kepler-1509 b,CONFIRMED,CANDIDATE
4551,11875511,K03471.01,,FALSE POSITIVE,FALSE POSITIVE
4552,9536108,K03472.01,,CANDIDATE,CANDIDATE
4553,8905246,K03473.01,,CANDIDATE,CANDIDATE
4554,5213230,K03474.01,Kepler-1923 b,CONFIRMED,CANDIDATE
4555,6145201,K03475.01,,FALSE POSITIVE,FALSE POSITIVE
4556,5986209,K03476.01,,FALSE POSITIVE,FALSE POSITIVE
4557,9226339,K03477.01,,FALSE POSITIVE,FALSE POSITIVE
4558,7742408,K03478.01,Kepler-1697 b,CONFIRMED,CANDIDATE
4559,6525209,K03479.01,,FALSE POSITIVE,FALSE POSITIVE
4560,6525209,K03479.02,,FALSE POSITIVE,FALSE POSITIVE
4561,9843517,K03480.01,,CANDIDATE,CANDIDATE
4562,8812045,K03481.01,,CANDIDATE,CANDIDATE
4563,7288444,K03482.01,Kepler-1924 b,CONFIRMED,CANDIDATE
4564,3101923,K03483.01,,CANDIDATE,CANDIDATE
4565,10881457,K03484.01,Kepler-1510 b,CONFIRMED,CANDIDATE
4566,5471289,K03485.01,,FALSE POSITIVE,FALSE POSITIVE
4567,8121328,K03486.01,,CANDIDATE,CANDIDATE
4568,9783760,K03487.01,,FALSE POSITIVE,FALSE POSITIVE
4569,6021655,K03488.01,,FALSE POSITIVE,FALSE POSITIVE
4570,9528430,K03489.01,,FALSE POSITIVE,FALSE POSITIVE
4571,8882847,K03490.01,,FALSE POSITIVE,FALSE POSITIVE
4572,12164634,K03491.01,,FALSE POSITIVE,FALSE POSITIVE
4573,5193077,K03492.01,,FALSE POSITIVE,FALSE POSITIVE
4574,8880123,K03493.01,Kepler-1925 b,CONFIRMED,CANDIDATE
4575,8231667,K03494.01,Kepler-1926 b,CONFIRMED,CANDIDATE
4576,9474756,K03495.01,,CANDIDATE,CANDIDATE
4577,9474756,K03495.02,,CANDIDATE,CANDIDATE
4578,7517261,K03496.01,Kepler-1511 b,CONFIRMED,CANDIDATE
4579,7517261,K03496.02,,CANDIDATE,CANDIDATE
4580,8424002,K03497.01,Kepler-1512 b,CONFIRMED,CANDIDATE
4581,8635938,K03498.01,,FALSE POSITIVE,FALSE POSITIVE
4582,5471688,K03499.01,,FALSE POSITIVE,FALSE POSITIVE
4583,5471688,K03499.02,,FALSE POSITIVE,FALSE POSITIVE
4584,6058816,K03500.01,Kepler-1927 b,CONFIRMED,CANDIDATE
4585,6058816,K03500.02,,CANDIDATE,CANDIDATE
4586,6286161,K03501.01,,FALSE POSITIVE,FALSE POSITIVE
4587,5385471,K03502.01,,FALSE POSITIVE,FALSE POSITIVE
4588,6368175,K03503.01,Kepler-1703 b,CONFIRMED,CANDIDATE
4589,6368175,K03503.02,Kepler-1703 c,CONFIRMED,CANDIDATE
4590,5471158,K03504.01,,FALSE POSITIVE,FALSE POSITIVE
4591,5471158,K03504.02,,CANDIDATE,CANDIDATE
4592,4847843,K03505.01,,FALSE POSITIVE,FALSE POSITIVE
4593,8719419,K03506.01,,FALSE POSITIVE,FALSE POSITIVE
4594,8308682,K03507.01,,FALSE POSITIVE,FALSE POSITIVE
4595,6697817,K03508.01,,CANDIDATE,CANDIDATE
4596,3439096,K03509.01,,FALSE POSITIVE,FALSE POSITIVE
4597,9028474,K03510.01,,FALSE POSITIVE,FALSE POSITIVE
4598,3644542,K03511.01,,FALSE POSITIVE,FALSE POSITIVE
4599,6182849,K03512.01,,FALSE POSITIVE,FALSE POSITIVE
4600,9851142,K03513.01,,FALSE POSITIVE,FALSE POSITIVE
4601,7117003,K03514.01,,FALSE POSITIVE,FALSE POSITIVE
4602,3240159,K03515.01,,FALSE POSITIVE,FALSE POSITIVE
4603,9658118,K03516.01,,FALSE POSITIVE,FALSE POSITIVE
4604,7132542,K03517.01,,FALSE POSITIVE,FALSE POSITIVE
4605,8589754,K03518.01,,FALSE POSITIVE,FALSE POSITIVE
4606,3757590,K03520.01,,FALSE POSITIVE,FALSE POSITIVE
4607,5456023,K03521.01,,FALSE POSITIVE,FALSE POSITIVE
4608,12021387,K03522.01,,FALSE POSITIVE,FALSE POSITIVE
4609,8044608,K03523.01,,FALSE POSITIVE,FALSE POSITIVE
4610,8760135,K03524.01,,FALSE POSITIVE,FALSE POSITIVE
4611,4073707,K03525.01,,FALSE POSITIVE,FALSE POSITIVE
4612,10292238,K03526.01,,FALSE POSITIVE,FALSE POSITIVE
4613,8733497,K03527.01,,FALSE POSITIVE,FALSE POSITIVE
4614,4255422,K03528.01,,FALSE POSITIVE,FALSE POSITIVE
4615,9837544,K03529.01,,FALSE POSITIVE,FALSE POSITIVE
4616,7877824,K03530.01,,FALSE POSITIVE,FALSE POSITIVE
4617,6947164,K03531.01,,FALSE POSITIVE,FALSE POSITIVE
4618,10748621,K03532.01,,FALSE POSITIVE,FALSE POSITIVE
4619,4824268,K03533.01,,FALSE POSITIVE,FALSE POSITIVE
4620,6431670,K03534.01,,FALSE POSITIVE,FALSE POSITIVE
4621,7376500,K03535.01,,FALSE POSITIVE,FALSE POSITIVE
4622,7987086,K03536.01,,FALSE POSITIVE,FALSE POSITIVE
4623,7374746,K03537.01,,FALSE POSITIVE,FALSE POSITIVE
4624,8668810,K03538.01,,FALSE POSITIVE,FALSE POSITIVE
4625,8868907,K03539.01,,FALSE POSITIVE,FALSE POSITIVE
4626,3865298,K03540.01,,FALSE POSITIVE,FALSE POSITIVE
4627,8868364,K03541.01,,FALSE POSITIVE,FALSE POSITIVE
4628,3964545,K03542.01,,FALSE POSITIVE,FALSE POSITIVE
4629,9656397,K03543.01,,FALSE POSITIVE,FALSE POSITIVE
4630,3735629,K03544.01,,FALSE POSITIVE,FALSE POSITIVE
4631,8244173,K03545.01,,FALSE POSITIVE,FALSE POSITIVE
4632,7287391,K03546.01,,FALSE POSITIVE,FALSE POSITIVE
4633,6756202,K03547.01,,FALSE POSITIVE,FALSE POSITIVE
4634,10215869,K03548.01,,FALSE POSITIVE,FALSE POSITIVE
4635,2307206,K03549.01,,FALSE POSITIVE,FALSE POSITIVE
4636,7025540,K03550.01,,FALSE POSITIVE,FALSE POSITIVE
4637,7620844,K03551.01,,FALSE POSITIVE,FALSE POSITIVE
4638,6233466,K03552.01,,FALSE POSITIVE,FALSE POSITIVE
4639,11249624,K03553.01,,FALSE POSITIVE,FALSE POSITIVE
4640,6426592,K03554.01,,FALSE POSITIVE,FALSE POSITIVE
4641,8491745,K03555.01,,FALSE POSITIVE,FALSE POSITIVE
4642,3970117,K03556.01,,FALSE POSITIVE,FALSE POSITIVE
4643,5534965,K03557.01,,FALSE POSITIVE,FALSE POSITIVE
4644,9965206,K03558.01,,FALSE POSITIVE,FALSE POSITIVE
4645,4247023,K03559.01,,FALSE POSITIVE,FALSE POSITIVE
4646,4848423,K03560.01,,FALSE POSITIVE,FALSE POSITIVE
4647,11403216,K03561.01,,FALSE POSITIVE,FALSE POSITIVE
4648,9948002,K03562.01,,FALSE POSITIVE,FALSE POSITIVE
4649,5264304,K03563.01,,FALSE POSITIVE,FALSE POSITIVE
4650,10960995,K03564.01,,FALSE POSITIVE,FALSE POSITIVE
4651,9592575,K03565.01,,FALSE POSITIVE,FALSE POSITIVE
4652,7898576,K03566.01,,FALSE POSITIVE,FALSE POSITIVE
4653,11671429,K03567.01,,FALSE POSITIVE,FALSE POSITIVE
4654,9773869,K03568.01,,FALSE POSITIVE,FALSE POSITIVE
4655,6707942,K03569.01,,FALSE POSITIVE,FALSE POSITIVE
4656,5023948,K03570.01,,FALSE POSITIVE,FALSE POSITIVE
4657,5113053,K03571.01,,FALSE POSITIVE,FALSE POSITIVE
4658,4743508,K03572.01,,FALSE POSITIVE,FALSE POSITIVE
4659,10068919,K03573.01,,FALSE POSITIVE,FALSE POSITIVE
4660,7353970,K03574.01,,FALSE POSITIVE,FALSE POSITIVE
4661,12316447,K03575.01,,FALSE POSITIVE,FALSE POSITIVE
4662,10491554,K03576.01,,FALSE POSITIVE,FALSE POSITIVE
4663,9785454,K03577.01,,FALSE POSITIVE,FALSE POSITIVE
4664,10464666,K03578.01,,FALSE POSITIVE,FALSE POSITIVE
4665,5024292,K03579.01,,FALSE POSITIVE,FALSE POSITIVE
4666,4659255,K03580.01,,FALSE POSITIVE,FALSE POSITIVE
4667,8263746,K03581.01,,FALSE POSITIVE,FALSE POSITIVE
4668,3428468,K03582.01,,FALSE POSITIVE,FALSE POSITIVE
4669,5130740,K03583.01,,FALSE POSITIVE,FALSE POSITIVE
4670,9892471,K03584.01,,FALSE POSITIVE,FALSE POSITIVE
4671,2019076,K03585.01,,FALSE POSITIVE,FALSE POSITIVE
4672,7376490,K03586.01,,FALSE POSITIVE,FALSE POSITIVE
4673,11968513,K03587.01,,FALSE POSITIVE,FALSE POSITIVE
4674,9656543,K03588.01,,FALSE POSITIVE,FALSE POSITIVE
4675,10751515,K03589.01,,FALSE POSITIVE,FALSE POSITIVE
4676,3348093,K03590.01,,FALSE POSITIVE,FALSE POSITIVE
4677,6182846,K03591.01,,FALSE POSITIVE,FALSE POSITIVE
4678,9851126,K03592.01,,FALSE POSITIVE,FALSE POSITIVE
4679,3442054,K03593.01,,FALSE POSITIVE,FALSE POSITIVE
4680,4079530,K03594.01,,FALSE POSITIVE,FALSE POSITIVE
4681,10677186,K03595.01,,FALSE POSITIVE,FALSE POSITIVE
4682,9025914,K03596.01,,FALSE POSITIVE,FALSE POSITIVE
4683,9366988,K03597.01,,FALSE POSITIVE,FALSE POSITIVE
4684,2437149,K03598.01,,FALSE POSITIVE,FALSE POSITIVE
4685,9715925,K03599.01,,FALSE POSITIVE,FALSE POSITIVE
4686,9529733,K03600.01,,FALSE POSITIVE,FALSE POSITIVE
4687,9613070,K03601.01,,FALSE POSITIVE,FALSE POSITIVE
4688,10845188,K03602.01,,FALSE POSITIVE,FALSE POSITIVE
4689,5730394,K03603.01,,FALSE POSITIVE,FALSE POSITIVE
4690,6956216,K03604.01,,FALSE POSITIVE,FALSE POSITIVE
4691,6137704,K03605.01,,FALSE POSITIVE,FALSE POSITIVE
4692,10275074,K03606.01,,FALSE POSITIVE,FALSE POSITIVE
4693,9110346,K03607.01,,FALSE POSITIVE,FALSE POSITIVE
