loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition
4694,10259301,K03608.01,,FALSE POSITIVE,FALSE POSITIVE
4695,6233903,K03609.01,,FALSE POSITIVE,FALSE POSITIVE
4696,7212066,K03610.01,,FALSE POSITIVE,FALSE POSITIVE
4697,7212066,K03610.02,,FALSE POSITIVE,FALSE POSITIVE
4698,6675060,K03611.01,,FALSE POSITIVE,FALSE POSITIVE
4699,10518735,K03612.01,,FALSE POSITIVE,FALSE POSITIVE
4700,6546508,K03613.01,,FALSE POSITIVE,FALSE POSITIVE
4701,9886224,K03614.01,,FALSE POSITIVE,FALSE POSITIVE
4702,3735634,K03615.01,,FALSE POSITIVE,FALSE POSITIVE
4703,6058875,K03616.01,,FALSE POSITIVE,FALSE POSITIVE
4704,10735564,K03617.01,,FALSE POSITIVE,FALSE POSITIVE
4705,9636559,K03618.01,,FALSE POSITIVE,FALSE POSITIVE
4706,8095110,K03619.01,,FALSE POSITIVE,FALSE POSITIVE
4707,11499263,K03620.01,,FALSE POSITIVE,FALSE POSITIVE
4708,9775253,K03621.01,,FALSE POSITIVE,FALSE POSITIVE
4709,6677267,K03622.01,,FALSE POSITIVE,FALSE POSITIVE
4710,7732791,K03623.01,,FALSE POSITIVE,FALSE POSITIVE
4711,8177798,K03624.01,,FALSE POSITIVE,FALSE POSITIVE
4712,10489521,K03625.01,,FALSE POSITIVE,FALSE POSITIVE
4713,12643582,K03626.01,,FALSE POSITIVE,FALSE POSITIVE
4714,10091110,K03627.01,,FALSE POSITIVE,FALSE POSITIVE
4715,10091110,K03627.02,,FALSE POSITIVE,FALSE POSITIVE
4716,3542574,K03628.01,,FALSE POSITIVE,FALSE POSITIVE
4717,3544694,K03629.01,,FALSE POSITIVE,FALSE POSITIVE
4718,10259029,K03630.01,,FALSE POSITIVE,FALSE POSITIVE
4719,8299947,K03631.01,,FALSE POSITIVE,FALSE POSITIVE
4720,3335813,K03632.01,,FALSE POSITIVE,FALSE POSITIVE
4721,11858741,K03633.01,,FALSE POSITIVE,FALSE POSITIVE
4722,6363494,K03634.01,,FALSE POSITIVE,FALSE POSITIVE
4723,3327992,K03635.01,,FALSE POSITIVE,FALSE POSITIVE
4724,5649206,K03636.01,,FALSE POSITIVE,FALSE POSITIVE
4725,5193384,K03637.01,,FALSE POSITIVE,FALSE POSITIVE
4726,5181804,K03638.01,,FALSE POSITIVE,FALSE POSITIVE
4727,10491544,K03639.01,,FALSE POSITIVE,FALSE POSITIVE
4728,8052474,K03640.01,,FALSE POSITIVE,FALSE POSITIVE
4729,3534118,K03641.01,,FALSE POSITIVE,FALSE POSITIVE
4730,3534118,K03641.02,,FALSE POSITIVE,FALSE POSITIVE
4731,2441161,K03642.01,,FALSE POSITIVE,FALSE POSITIVE
4732,3231120,K03643.01,,FALSE POSITIVE,FALSE POSITIVE
4733,12216706,K03644.01,,FALSE POSITIVE,FALSE POSITIVE
4734,12216706,K03644.02,,FALSE POSITIVE,FALSE POSITIVE
4735,5816806,K03645.01,,FALSE POSITIVE,FALSE POSITIVE
4736,6531496,K03646.01,,FALSE POSITIVE,FALSE POSITIVE
4737,6531496,K03646.02,,FALSE POSITIVE,FALSE POSITIVE
4738,9661869,K03647.01,,FALSE POSITIVE,FALSE POSITIVE
4739,3097352,K03648.01,,FALSE POSITIVE,FALSE POSITIVE
4740,6066379,K03649.01,,FALSE POSITIVE,FALSE POSITIVE
4741,6227560,K03650.01,,FALSE POSITIVE,FALSE POSITIVE
4742,5866104,K03651.01,,FALSE POSITIVE,FALSE POSITIVE
4743,8256044,K03652.01,,FALSE POSITIVE,FALSE POSITIVE
4744,8780968,K03653.01,,FALSE POSITIVE,FALSE POSITIVE
4745,6960446,K03654.01,,FALSE POSITIVE,FALSE POSITIVE
4746,8264097,K03655.01,,FALSE POSITIVE,FALSE POSITIVE
4747,6312521,K03656.01,,FALSE POSITIVE,FALSE POSITIVE
4748,4579321,K03657.01,,FALSE POSITIVE,FALSE POSITIVE
4749,1575690,K03658.01,,FALSE POSITIVE,FALSE POSITIVE
4750,4386047,K03659.01,,FALSE POSITIVE,FALSE POSITIVE
4751,5103998,K03660.01,,FALSE POSITIVE,FALSE POSITIVE
4752,7910148,K03661.01,,FALSE POSITIVE,FALSE POSITIVE
4753,12459731,K03662.01,,FALSE POSITIVE,FALSE POSITIVE
4754,12735740,K03663.01,Kepler-86 b,CONFIRMED,CANDIDATE
4755,4678875,K03664.01,,FALSE POSITIVE,FALSE POSITIVE
4756,7812175,K03665.01,,FALSE POSITIVE,FALSE POSITIVE
4757,7708193,K03666.01,,FALSE POSITIVE,FALSE POSITIVE
4758,11200767,K03667.01,,FALSE POSITIVE,FALSE POSITIVE
4759,8589731,K03668.01,,FALSE POSITIVE,FALSE POSITIVE
4760,4356766,K03669.01,,FALSE POSITIVE,FALSE POSITIVE
4761,2167890,K03670.01,,FALSE POSITIVE,FALSE POSITIVE
4762,10383696,K03671.01,,FALSE POSITIVE,FALSE POSITIVE
4763,9777090,K03672.01,,FALSE POSITIVE,FALSE POSITIVE
4764,11455484,K03673.01,,FALSE POSITIVE,FALSE POSITIVE
4765,2446623,K03674.01,,FALSE POSITIVE,FALSE POSITIVE
4766,9596089,K03675.01,,FALSE POSITIVE,FALSE POSITIVE
4767,5738506,K03676.01,,FALSE POSITIVE,FALSE POSITIVE
4768,3340313,K03677.01,,FALSE POSITIVE,FALSE POSITIVE
4769,4150804,K03678.01,Kepler-1513 b,CONFIRMED,CANDIDATE
4770,5021174,K03679.01,,FALSE POSITIVE,FALSE POSITIVE
4771,9025971,K03680.01,Kepler-1657 b,CONFIRMED,CANDIDATE
4772,2581316,K03681.01,Kepler-1514 b,CONFIRMED,CANDIDATE
4773,2581316,K03681.02,Kepler-1514 c,CONFIRMED,CANDIDATE
4774,8621353,K03682.01,,FALSE POSITIVE,FALSE POSITIVE
4775,10795103,K03683.01,Kepler-1515 b,CONFIRMED,CANDIDATE
4776,9394601,K03684.01,,FALSE POSITIVE,FALSE POSITIVE
4777,8494410,K03685.01,,FALSE POSITIVE,FALSE POSITIVE
4778,8494410,K03685.02,Kepler-1516 b,CONFIRMED,CANDIDATE
4779,9719636,K03686.01,,FALSE POSITIVE,FALSE POSITIVE
4780,2452440,K03687.01,,FALSE POSITIVE,FALSE POSITIVE
4781,5020034,K03688.01,,FALSE POSITIVE,FALSE POSITIVE
4782,7017372,K03689.01,,CANDIDATE,CANDIDATE
4783,9715939,K03690.01,,FALSE POSITIVE,FALSE POSITIVE
4784,4751083,K03691.01,,FALSE POSITIVE,FALSE POSITIVE
4785,4751083,K03691.02,,FALSE POSITIVE,FALSE POSITIVE
4786,5903301,K03692.01,,FALSE POSITIVE,FALSE POSITIVE
4787,7695087,K03693.01,,FALSE POSITIVE,FALSE POSITIVE
4788,6200709,K03694.01,,FALSE POSITIVE,FALSE POSITIVE
4789,8043052,K03695.01,,FALSE POSITIVE,FALSE POSITIVE
4790,5435816,K03696.01,,FALSE POSITIVE,FALSE POSITIVE
4791,8559589,K03697.01,,FALSE POSITIVE,FALSE POSITIVE
4792,4372765,K03698.01,,FALSE POSITIVE,FALSE POSITIVE
4793,2438490,K03699.01,,FALSE POSITIVE,FALSE POSITIVE
4794,3838496,K03700.01,,FALSE POSITIVE,FALSE POSITIVE
4795,6470521,K03701.01,,FALSE POSITIVE,FALSE POSITIVE
4796,2449090,K03702.01,,FALSE POSITIVE,FALSE POSITIVE
4797,5652260,K03703.01,,FALSE POSITIVE,FALSE POSITIVE
4798,2569494,K03704.01,,FALSE POSITIVE,FALSE POSITIVE
4799,6470516,K03705.01,,FALSE POSITIVE,FALSE POSITIVE
4800,7770471,K03706.01,,FALSE POSITIVE,FALSE POSITIVE
4801,5130380,K03707.01,,FALSE POSITIVE,FALSE POSITIVE
4802,6314173,K03708.01,,FALSE POSITIVE,FALSE POSITIVE
4803,2576107,K03709.01,,FALSE POSITIVE,FALSE POSITIVE
4804,9532421,K03710.01,,FALSE POSITIVE,FALSE POSITIVE
4805,5653849,K03711.01,,FALSE POSITIVE,FALSE POSITIVE
4806,2437060,K03712.01,,FALSE POSITIVE,FALSE POSITIVE
4807,8127648,K03713.01,,FALSE POSITIVE,FALSE POSITIVE
4808,11564013,K03714.01,,FALSE POSITIVE,FALSE POSITIVE
4809,4937143,K03715.01,,FALSE POSITIVE,FALSE POSITIVE
4810,8719324,K03716.01,,FALSE POSITIVE,FALSE POSITIVE
4811,8719324,K03716.02,,FALSE POSITIVE,FALSE POSITIVE
4812,11241814,K03717.01,,FALSE POSITIVE,FALSE POSITIVE
4813,5036537,K03718.01,,FALSE POSITIVE,FALSE POSITIVE
4814,9837083,K03719.01,,FALSE POSITIVE,FALSE POSITIVE
4815,10735331,K03720.01,,FALSE POSITIVE,FALSE POSITIVE
4816,7763269,K03721.01,,FALSE POSITIVE,FALSE POSITIVE
4817,8365739,K03722.01,,CANDIDATE,CANDIDATE
4818,5471606,K03723.01,,FALSE POSITIVE,FALSE POSITIVE
4819,11200405,K03724.01,,FALSE POSITIVE,FALSE POSITIVE
4820,3459199,K03725.01,,FALSE POSITIVE,FALSE POSITIVE
4821,6973796,K03726.01,,FALSE POSITIVE,FALSE POSITIVE
4822,12023089,K03727.01,,FALSE POSITIVE,FALSE POSITIVE
4823,7515679,K03728.01,Kepler-1517 b,CONFIRMED,CANDIDATE
4824,9674592,K03729.01,,FALSE POSITIVE,FALSE POSITIVE
4825,9674592,K03729.02,,FALSE POSITIVE,FALSE POSITIVE
4826,10879213,K03730.01,,FALSE POSITIVE,FALSE POSITIVE
4827,5650314,K03731.01,,FALSE POSITIVE,FALSE POSITIVE
4828,8302302,K03732.01,,FALSE POSITIVE,FALSE POSITIVE
4829,9655858,K03733.01,,FALSE POSITIVE,FALSE POSITIVE
4830,10275880,K03734.01,,FALSE POSITIVE,FALSE POSITIVE
4831,2166200,K03735.01,,FALSE POSITIVE,FALSE POSITIVE
4832,3547315,K03736.01,,FALSE POSITIVE,FALSE POSITIVE
4833,6933781,K03737.01,,FALSE POSITIVE,FALSE POSITIVE
4834,5478083,K03738.01,,FALSE POSITIVE,FALSE POSITIVE
4835,10857342,K03739.01,,FALSE POSITIVE,FALSE POSITIVE
4836,5215700,K03740.01,,FALSE POSITIVE,FALSE POSITIVE
4837,8780959,K03741.01,,FALSE POSITIVE,FALSE POSITIVE
4838,8780959,K03741.02,,CANDIDATE,CANDIDATE
4839,8780959,K03741.03,Kepler-1518 b,CONFIRMED,CANDIDATE
4840,8780959,K03741.04,Kepler-1518 c,CONFIRMED,CANDIDATE
4841,5565486,K03742.01,,FALSE POSITIVE,FALSE POSITIVE
4842,4935914,K03743.01,,FALSE POSITIVE,FALSE POSITIVE
4843,11303811,K03744.01,,FALSE POSITIVE,FALSE POSITIVE
4844,2437783,K03745.01,,FALSE POSITIVE,FALSE POSITIVE
4845,12062660,K03746.01,,FALSE POSITIVE,FALSE POSITIVE
4846,9777087,K03747.01,,FALSE POSITIVE,FALSE POSITIVE
4847,9777087,K03747.02,,FALSE POSITIVE,FALSE POSITIVE
4848,4247807,K03748.01,,FALSE POSITIVE,FALSE POSITIVE
4849,4247807,K03748.02,,FALSE POSITIVE,FALSE POSITIVE
4850,11547869,K03749.01,,CANDIDATE,CANDIDATE
4851,7700590,K03750.01,,FALSE POSITIVE,FALSE POSITIVE
4852,9053086,K03751.01,,FALSE POSITIVE,FALSE POSITIVE
4853,6314185,K03752.01,,FALSE POSITIVE,FALSE POSITIVE
4854,8620561,K03753.01,,FALSE POSITIVE,FALSE POSITIVE
4855,8937019,K03754.01,,FALSE POSITIVE,FALSE POSITIVE
4856,9896435,K03755.01,,FALSE POSITIVE,FALSE POSITIVE
4857,10352938,K03756.01,,FALSE POSITIVE,FALSE POSITIVE
4858,6863161,K03757.01,,FALSE POSITIVE,FALSE POSITIVE
4859,7840035,K03758.01,,FALSE POSITIVE,FALSE POSITIVE
4860,8543279,K03759.01,,FALSE POSITIVE,FALSE POSITIVE
4861,8047283,K03760.01,,FALSE POSITIVE,FALSE POSITIVE
4862,8308347,K03761.01,,CANDIDATE,CANDIDATE
4863,11518142,K03762.01,Kepler-1519 b,CONFIRMED,CANDIDATE
4864,3114667,K03763.01,,FALSE POSITIVE,FALSE POSITIVE
4865,3344427,K03764.01,,FALSE POSITIVE,FALSE POSITIVE
4866,12109845,K03765.01,,FALSE POSITIVE,FALSE POSITIVE
4867,3954227,K03766.01,,FALSE POSITIVE,FALSE POSITIVE
4868,8323764,K03767.01,,CANDIDATE,CANDIDATE
4869,5360082,K03768.01,,FALSE POSITIVE,FALSE POSITIVE
4870,6543683,K03769.01,,FALSE POSITIVE,FALSE POSITIVE
4871,5008245,K03770.01,,CANDIDATE,CANDIDATE
4872,10555365,K03771.01,,FALSE POSITIVE,FALSE POSITIVE
4873,5481426,K03772.01,,FALSE POSITIVE,FALSE POSITIVE
4874,10268903,K03773.01,,FALSE POSITIVE,FALSE POSITIVE
4875,6205481,K03774.01,,FALSE POSITIVE,FALSE POSITIVE
4876,7220320,K03775.01,,FALSE POSITIVE,FALSE POSITIVE
4877,9291378,K03776.01,,FALSE POSITIVE,FALSE POSITIVE
4878,4075067,K03777.01,,CANDIDATE,CANDIDATE
4879,12405950,K03778.01,,FALSE POSITIVE,FALSE POSITIVE
4880,5206233,K03779.01,,FALSE POSITIVE,FALSE POSITIVE
4881,6775985,K03780.01,,FALSE POSITIVE,FALSE POSITIVE
4882,3324644,K03781.01,,FALSE POSITIVE,FALSE POSITIVE
4883,11357192,K03782.01,,FALSE POSITIVE,FALSE POSITIVE
4884,9533489,K03783.01,,FALSE POSITIVE,FALSE POSITIVE
4885,5688997,K03784.01,,FALSE POSITIVE,FALSE POSITIVE
4886,4073730,K03785.01,,FALSE POSITIVE,FALSE POSITIVE
4887,2854948,K03786.01,,FALSE POSITIVE,FALSE POSITIVE
4888,7813039,K03787.01,,CANDIDATE,CANDIDATE
4889,9405541,K03788.01,,FALSE POSITIVE,FALSE POSITIVE
4890,8906045,K03789.01,,FALSE POSITIVE,FALSE POSITIVE
4891,7296094,K03790.01,,FALSE POSITIVE,FALSE POSITIVE
4892,5437945,K03791.01,Kepler-460 b,CONFIRMED,CANDIDATE
4893,5437945,K03791.02,Kepler-460 c,CONFIRMED,CANDIDATE
4894,12009347,K03792.01,,FALSE POSITIVE,FALSE POSITIVE
4895,4037163,K03793.01,,FALSE POSITIVE,FALSE POSITIVE
4896,12557548,K03794.01,Kepler-1520 b,CONFIRMED,CANDIDATE
4897,3338660,K03795.01,,FALSE POSITIVE,FALSE POSITIVE
4898,3338674,K03796.01,,FALSE POSITIVE,FALSE POSITIVE
4899,5546277,K03797.01,,FALSE POSITIVE,FALSE POSITIVE
4900,5475736,K03798.01,,FALSE POSITIVE,FALSE POSITIVE
4901,9049673,K03799.01,,FALSE POSITIVE,FALSE POSITIVE
4902,9593759,K03800.01,,FALSE POSITIVE,FALSE POSITIVE
4903,8827930,K03801.01,,CANDIDATE,CANDIDATE
4904,5020044,K03802.01,,FALSE POSITIVE,FALSE POSITIVE
4905,6286155,K03803.01,,FALSE POSITIVE,FALSE POSITIVE
4906,7831363,K03804.01,,FALSE POSITIVE,FALSE POSITIVE
4907,4663185,K03805.01,,FALSE POSITIVE,FALSE POSITIVE
4908,5305471,K03806.01,,FALSE POSITIVE,FALSE POSITIVE
4909,10581918,K03807.01,,FALSE POSITIVE,FALSE POSITIVE
4910,3851949,K03808.01,,FALSE POSITIVE,FALSE POSITIVE
4911,9097892,K03809.01,,FALSE POSITIVE,FALSE POSITIVE
4912,5769943,K03810.01,,CANDIDATE,CANDIDATE
4913,4638237,K03811.01,,CANDIDATE,CANDIDATE
4914,6148271,K03812.01,,FALSE POSITIVE,FALSE POSITIVE
4915,5386904,K03813.01,,FALSE POSITIVE,FALSE POSITIVE
4916,2997178,K03814.01,,FALSE POSITIVE,FALSE POSITIVE
4917,6507433,K03815.01,,CANDIDATE,CANDIDATE
4918,7877818,K03816.01,,FALSE POSITIVE,FALSE POSITIVE
4919,5636642,K03817.01,,FALSE POSITIVE,FALSE POSITIVE
4920,6515722,K03818.01,,FALSE POSITIVE,FALSE POSITIVE
4921,5560831,K03819.01,,FALSE POSITIVE,FALSE POSITIVE
4922,5305404,K03820.01,,FALSE POSITIVE,FALSE POSITIVE
4923,5956776,K03821.01,,FALSE POSITIVE,FALSE POSITIVE
4924,8883727,K03822.01,,FALSE POSITIVE,FALSE POSITIVE
4925,4820550,K03823.01,,CANDIDATE,CANDIDATE
4926,6516874,K03824.01,,FALSE POSITIVE,FALSE POSITIVE
4927,5467113,K03825.01,,FALSE POSITIVE,FALSE POSITIVE
4928,8240123,K03826.01,,FALSE POSITIVE,FALSE POSITIVE
4929,5114623,K03827.01,,FALSE POSITIVE,FALSE POSITIVE
4930,5114623,K03827.02,,FALSE POSITIVE,FALSE POSITIVE
4931,10031907,K03828.01,,FALSE POSITIVE,FALSE POSITIVE
4932,4474637,K03829.01,,FALSE POSITIVE,FALSE POSITIVE
4933,10676927,K03830.01,,FALSE POSITIVE,FALSE POSITIVE
4934,5649836,K03831.01,,FALSE POSITIVE,FALSE POSITIVE
4935,7620660,K03832.01,,FALSE POSITIVE,FALSE POSITIVE
4936,8435232,K03833.01,,FALSE POSITIVE,FALSE POSITIVE
4937,3836399,K03834.01,,FALSE POSITIVE,FALSE POSITIVE
4938,2581554,K03835.01,Kepler-1521 b,CONFIRMED,CANDIDATE
4939,7612691,K03836.01,,FALSE POSITIVE,FALSE POSITIVE
4940,9761573,K03837.01,,FALSE POSITIVE,FALSE POSITIVE
4941,8042789,K03838.01,,FALSE POSITIVE,FALSE POSITIVE
4942,10095484,K03839.01,,FALSE POSITIVE,FALSE POSITIVE
4943,5467102,K03840.01,,FALSE POSITIVE,FALSE POSITIVE
4944,8651551,K03841.01,,FALSE POSITIVE,FALSE POSITIVE
4945,9532637,K03842.01,,FALSE POSITIVE,FALSE POSITIVE
4946,5305451,K03843.01,,FALSE POSITIVE,FALSE POSITIVE
4947,7174349,K03844.01,,FALSE POSITIVE,FALSE POSITIVE
4948,11824218,K03845.01,,FALSE POSITIVE,FALSE POSITIVE
4949,7983756,K03846.01,,FALSE POSITIVE,FALSE POSITIVE
4950,7289165,K03847.01,,FALSE POSITIVE,FALSE POSITIVE
4951,12784167,K03848.01,Kepler-1522 b,CONFIRMED,CANDIDATE
4952,8949316,K03849.01,,FALSE POSITIVE,FALSE POSITIVE
4953,8912730,K03850.01,,FALSE POSITIVE,FALSE POSITIVE
4954,9784230,K03851.01,,FALSE POSITIVE,FALSE POSITIVE
4955,4949524,K03852.01,,FALSE POSITIVE,FALSE POSITIVE
4956,2697935,K03853.01,,FALSE POSITIVE,FALSE POSITIVE
4957,3550434,K03854.01,,FALSE POSITIVE,FALSE POSITIVE
4958,2558370,K03855.01,,FALSE POSITIVE,FALSE POSITIVE
4959,5397166,K03856.01,,FALSE POSITIVE,FALSE POSITIVE
4960,11825057,K03857.01,,FALSE POSITIVE,FALSE POSITIVE
4961,12306699,K03858.01,,FALSE POSITIVE,FALSE POSITIVE
4962,9692336,K03859.01,,FALSE POSITIVE,FALSE POSITIVE
4963,9641008,K03860.01,,FALSE POSITIVE,FALSE POSITIVE
4964,8588377,K03861.01,,FALSE POSITIVE,FALSE POSITIVE
4965,3644601,K03862.01,,FALSE POSITIVE,FALSE POSITIVE
4966,3644601,K03862.02,,FALSE POSITIVE,FALSE POSITIVE
4967,8459354,K03863.01,,FALSE POSITIVE,FALSE POSITIVE
4968,4164922,K03864.01,Kepler-1698 b,CONFIRMED,CANDIDATE
4969,4164922,K03864.02,,CANDIDATE,CANDIDATE
4970,5535890,K03865.01,,FALSE POSITIVE,FALSE POSITIVE
4971,5215980,K03866.01,,FALSE POSITIVE,FALSE POSITIVE
4972,9353742,K03867.01,Kepler-1523 b,CONFIRMED,CANDIDATE
4973,9178185,K03868.01,,FALSE POSITIVE,FALSE POSITIVE
4974,6290382,K03869.01,,FALSE POSITIVE,FALSE POSITIVE
4975,8258160,K03870.01,,FALSE POSITIVE,FALSE POSITIVE
4976,9752982,K03871.01,,FALSE POSITIVE,FALSE POSITIVE
4977,4666008,K03872.01,,FALSE POSITIVE,FALSE POSITIVE
4978,8430105,K03873.01,,FALSE POSITIVE,FALSE POSITIVE
4979,11560037,K03874.01,,FALSE POSITIVE,FALSE POSITIVE
4980,11911561,K03875.01,,FALSE POSITIVE,FALSE POSITIVE
4981,3440118,K03876.01,Kepler-1928 b,CONFIRMED,CANDIDATE
4982,9159265,K03877.01,,FALSE POSITIVE,FALSE POSITIVE
4983,4472818,K03878.01,Kepler-1524 b,CONFIRMED,CANDIDATE
4984,4472818,K03878.02,,CANDIDATE,CANDIDATE
4985,5560830,K03879.01,,FALSE POSITIVE,FALSE POSITIVE
4986,4147444,K03880.01,,CANDIDATE,CANDIDATE
4987,8211824,K03881.01,,FALSE POSITIVE,FALSE POSITIVE
4988,5980800,K03882.01,,FALSE POSITIVE,FALSE POSITIVE
4989,9592850,K03883.01,,FALSE POSITIVE,FALSE POSITIVE
4990,4579313,K03884.01,,FALSE POSITIVE,FALSE POSITIVE
4991,11614528,K03885.01,,FALSE POSITIVE,FALSE POSITIVE
4992,8848288,K03886.01,,FALSE POSITIVE,FALSE POSITIVE
4993,5308419,K03887.01,,FALSE POSITIVE,FALSE POSITIVE
4994,8260198,K03888.01,,FALSE POSITIVE,FALSE POSITIVE
4995,10733174,K03889.01,,FALSE POSITIVE,FALSE POSITIVE
4996,8564976,K03890.01,,FALSE POSITIVE,FALSE POSITIVE
4997,8765560,K03891.01,,CANDIDATE,CANDIDATE
4998,11760860,K03892.01,Kepler-1525 b,CONFIRMED,CANDIDATE
4999,3728432,K03893.01,Kepler-1526 b,CONFIRMED,CANDIDATE
5000,5473535,K03894.01,,FALSE POSITIVE,FALSE POSITIVE
5001,12106934,K03895.01,,FALSE POSITIVE,FALSE POSITIVE
5002,6222898,K03896.01,,FALSE POSITIVE,FALSE POSITIVE
5003,3955866,K03897.01,,FALSE POSITIVE,FALSE POSITIVE
5004,9161118,K03898.01,,FALSE POSITIVE,FALSE POSITIVE
5005,3556229,K03899.01,,FALSE POSITIVE,FALSE POSITIVE
5006,11911580,K03900.01,,FALSE POSITIVE,FALSE POSITIVE
5007,9480535,K03901.01,Kepler-1527 b,CONFIRMED,CANDIDATE
5008,10583225,K03902.01,,FALSE POSITIVE,FALSE POSITIVE
5009,5215251,K03903.01,,FALSE POSITIVE,FALSE POSITIVE
5010,5480736,K03904.01,,FALSE POSITIVE,FALSE POSITIVE
5011,8487748,K03905.01,,FALSE POSITIVE,FALSE POSITIVE
5012,9892856,K03906.01,,FALSE POSITIVE,FALSE POSITIVE
5013,7137213,K03907.01,,FALSE POSITIVE,FALSE POSITIVE
5014,10363115,K03908.01,Kepler-1929 b,CONFIRMED,CANDIDATE
5015,5966810,K03909.01,,CANDIDATE,CANDIDATE
5016,10491062,K03910.01,,FALSE POSITIVE,FALSE POSITIVE
5017,9761615,K03911.01,Kepler-1528 b,CONFIRMED,CANDIDATE
5018,4058881,K03912.01,,FALSE POSITIVE,FALSE POSITIVE
5019,10281221,K03913.01,,CANDIDATE,CANDIDATE
5020,5471496,K03914.01,,FALSE POSITIVE,FALSE POSITIVE
5021,4544620,K03915.01,,FALSE POSITIVE,FALSE POSITIVE
5022,5784777,K03916.01,Kepler-1529 b,CONFIRMED,CANDIDATE
5023,11466960,K03917.01,,FALSE POSITIVE,FALSE POSITIVE
5024,3124420,K03918.01,,FALSE POSITIVE,FALSE POSITIVE
5025,4649440,K03919.01,,FALSE POSITIVE,FALSE POSITIVE
5026,2437488,K03920.01,,FALSE POSITIVE,FALSE POSITIVE
5027,10083623,K03921.01,,FALSE POSITIVE,FALSE POSITIVE
5028,7024530,K03922.01,,FALSE POSITIVE,FALSE POSITIVE
5029,5015459,K03923.01,,FALSE POSITIVE,FALSE POSITIVE
5030,1433980,K03924.01,,FALSE POSITIVE,FALSE POSITIVE
5031,10788461,K03925.01,Kepler-1530 d,CONFIRMED,CANDIDATE
5032,10788461,K03925.02,Kepler-1530 b,CONFIRMED,CANDIDATE
5033,10788461,K03925.03,Kepler-1530 c,CONFIRMED,CANDIDATE
5034,11667548,K03926.01,,FALSE POSITIVE,FALSE POSITIVE
5035,8868649,K03927.01,,FALSE POSITIVE,FALSE POSITIVE
5036,4242692,K03928.01,Kepler-1531 b,CONFIRMED,CANDIDATE
5037,8781480,K03929.01,,FALSE POSITIVE,FALSE POSITIVE
5038,11607176,K03930.01,,FALSE POSITIVE,FALSE POSITIVE
5039,10661718,K03931.01,,FALSE POSITIVE,FALSE POSITIVE
5040,6137681,K03932.01,,FALSE POSITIVE,FALSE POSITIVE
5041,11244682,K03933.01,Kepler-1699 b,CONFIRMED,CANDIDATE
5042,9655419,K03934.01,,FALSE POSITIVE,FALSE POSITIVE
5043,5895158,K03935.01,Kepler-1532 b,CONFIRMED,CANDIDATE
5044,4947556,K03936.01,,CANDIDATE,CANDIDATE
5045,4947556,K03936.02,Kepler-1930 b,CONFIRMED,CANDIDATE
5046,7362696,K03937.01,,FALSE POSITIVE,FALSE POSITIVE
5047,3865595,K03938.01,,FALSE POSITIVE,FALSE POSITIVE
5048,9593528,K03939.01,,FALSE POSITIVE,FALSE POSITIVE
5049,5195945,K03940.01,,FALSE POSITIVE,FALSE POSITIVE
5050,8552587,K03941.01,,FALSE POSITIVE,FALSE POSITIVE
5051,6019872,K03942.01,,FALSE POSITIVE,FALSE POSITIVE
5052,7679812,K03943.01,Kepler-1931 b,CONFIRMED,CANDIDATE
5053,4864734,K03944.01,,FALSE POSITIVE,FALSE POSITIVE
5054,3121340,K03945.01,,FALSE POSITIVE,FALSE POSITIVE
5055,8636434,K03946.01,Kepler-1533 b,CONFIRMED,CANDIDATE
5056,5952366,K03947.01,,FALSE POSITIVE,FALSE POSITIVE
5057,5952366,K03947.02,,FALSE POSITIVE,FALSE POSITIVE
5058,6045250,K03948.01,,FALSE POSITIVE,FALSE POSITIVE
5059,5598595,K03949.01,,FALSE POSITIVE,FALSE POSITIVE
5060,4544572,K03950.01,,FALSE POSITIVE,FALSE POSITIVE
5061,5738634,K03951.01,,FALSE POSITIVE,FALSE POSITIVE
5062,10152836,K03952.01,,FALSE POSITIVE,FALSE POSITIVE
5063,10651816,K03953.01,,FALSE POSITIVE,FALSE POSITIVE
5064,8030339,K03954.01,,FALSE POSITIVE,FALSE POSITIVE
5065,8030339,K03954.02,Kepler-1534 b,CONFIRMED,CANDIDATE
5066,9899414,K03955.01,,FALSE POSITIVE,FALSE POSITIVE
5067,5471059,K03956.01,,FALSE POSITIVE,FALSE POSITIVE
5068,5471059,K03956.02,,FALSE POSITIVE,FALSE POSITIVE
5069,7458309,K03957.01,,FALSE POSITIVE,FALSE POSITIVE
5070,7777372,K03958.01,,FALSE POSITIVE,FALSE POSITIVE
5071,9282769,K03959.01,,FALSE POSITIVE,FALSE POSITIVE
5072,7777416,K03960.01,,FALSE POSITIVE,FALSE POSITIVE
5073,7597005,K03961.01,,FALSE POSITIVE,FALSE POSITIVE
5074,5479717,K03962.01,,FALSE POSITIVE,FALSE POSITIVE
5075,3764714,K03963.01,,FALSE POSITIVE,FALSE POSITIVE
5076,9957351,K03964.01,,FALSE POSITIVE,FALSE POSITIVE
5077,5385575,K03965.01,,FALSE POSITIVE,FALSE POSITIVE
5078,3732035,K03966.01,Kepler-1535 b,CONFIRMED,CANDIDATE
5079,5385697,K03967.01,,FALSE POSITIVE,FALSE POSITIVE
5080,5385697,K03967.02,,FALSE POSITIVE,FALSE POSITIVE
5081,8823833,K03968.01,,FALSE POSITIVE,FALSE POSITIVE
